iso,pressure,free_gb,swap_gb,compressed_gb
2026-09-18T14:41:01Z,1,10.1,2.4,7.0
2026-09-18T14:41:22Z,1,10.1,2.4,6.8
2026-09-18T14:41:42Z,1,23.1,2.4,1.7
2026-09-18T14:42:02Z,1,16.3,2.4,1.6
2026-09-18T14:42:22Z,1,10.7,2.4,5.9
2026-09-18T14:42:42Z,1,11.6,2.4,4.2
2026-09-18T14:43:02Z,1,12.2,2.4,4.5
2026-09-18T14:43:22Z,1,12.1,2.4,5.6
2026-09-18T14:43:42Z,1,11.6,2.4,5.3
2026-09-18T14:44:02Z,1,11.1,2.3,5.0
2026-09-18T14:44:22Z,1,10.3,2.3,6.7
2026-09-18T14:44:42Z,1,9.7,2.3,7.9
2026-09-18T14:45:02Z,1,10.1,2.3,7.1
2026-09-18T14:45:22Z,1,10.9,2.3,5.8
2026-09-18T14:45:43Z,1,9.5,2.3,8.0
2026-09-18T14:46:03Z,1,23.4,2.3,1.9
2026-09-18T14:46:23Z,1,17.7,2.3,1.7
2026-09-18T14:46:43Z,1,11.3,2.3,4.6
2026-09-18T14:47:03Z,1,10.7,2.3,6.4
2026-09-18T14:47:23Z,1,9.9,2.3,7.4
2026-09-18T14:47:43Z,1,12.4,2.3,4.5
2026-09-18T14:48:03Z,1,9.7,2.3,7.8
2026-09-18T14:48:23Z,1,13.1,2.3,2.9
2026-09-18T14:48:43Z,1,10.1,2.3,7.0
2026-09-18T14:49:03Z,1,9.5,2.3,8.1
2026-09-18T14:49:23Z,1,9.6,2.3,8.1
2026-09-18T14:49:43Z,1,9.5,2.3,8.3
2026-09-18T14:50:03Z,1,9.7,2.3,7.9
2026-09-18T14:50:23Z,1,22.4,2.3,1.9
